"ID","REVNR","ac_reg","ac_type","main_type","SEQ","AUFNR","DESCRIPTION","TASK_CODE","ZONE_AREA","ZONE_AREA_NEW","PHASE","SKILL","SKILL_ACTIVE","PMHRS","ACTMHRS","DAY","TRACK_STATUS","TRACK_STATUS_ID","TRACK_STATUS_SHOP","TRACK_STATUS_SHOP_ID","STATUS","SYSTEM_STATUS","MHRSCONF","MATCONS","DATE_DONE","REVIEW_POSITION","REVIEW_POSITION_ID","LONGSYSSTAT","REMARK","SHOP_REMARK","DATE_DONE_PW","DFPDATE","DFPDATENR","DFPDATENS","DFPSTATUS","DFPFINDING_CTG","DFPFINDING_RMK","MRM_STATUS","QTYREQ","QTYCON","CREATED_AT","UPDATED_AT","CUST_RMK","CUST_REF","ORDERFLAG"
"436233","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","3.1","802745307","GMF-003:AIRCRAFT INTERIOR CLEANING","CLN","Cabin Area",,"Inspection & Check","CBN,NA,WSPT","CBN","36","61.117",,"OPEN",,,,"DONE","DONE","n","n","24/10/2020",,,,,,,,,,,,,,,,,"11/10/2021 08:56:10.25",,,
"436306","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","76.1","802746253","252200-01-1 : CABIN ATTENDANT SEATS -DETAILED INSPECTION OF CABIN ATTENDANT SEAT ATTACHMENTS, SEAT STRUCTUREAND SEAT BELT (INCLUDING SEAT BELT ATTACHMEN","DVI","Cabin Area",,"Inspection & Check","NA,WSSS","NA","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:13.437",,,
"436423","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","193.1","802746370","324000-14-1 : WHEELS AND BRAKES -FUNCTIONAL CHECK OF THE AUTOMATIC REACTIVATION OF THE NORMAL BRAKINGMODE (PARKING BRAKE APPLIED)","FNC","Cockpit Area",,"OPC & FUC","AP,NA","AP","9","9",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:18.653",,,
"436453","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","223.1","802746400","521000-03-1 : PASSENGER/CREW DOOR -DETAILED INSPECTION OF DOOR SEALS","DVI","Cabin Area",,"Inspection & Check","CBN,NA","CBN","0.4","0.4",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:19.96",,,
"436464","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","234.1","802746411","523200-01-1 : AFT CARGO COMPARTMENTDOOR - FUNCTIONAL CHECK OF AFT CARGO COMPARTMENT DOOR, COMPRISINGFUNCTIONAL CHECKS OF: - LOCKING MECHANISM - INTERLOC","FNC","Cargo Area",,"OPC & FUC","AP,NA","AP","0.4","0.4",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:20.457",,,
"436480","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","250.1","802746427","531111-02-1 : AVIONICS DOORS SURROUND -DETAILED INSPECTION OF AVIONICS COMPARTMENT DOORS, SURROUND CORNERS,EXTERNAL SURFACE (4 DOORS)","DVI","Fuselage Area",,"Inspection & Check","AP,NA","AP","1","1",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:21.247",,,
"436509","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","279.1","802746456","534147-01-1 : FLOOR STRUCTURE FR 47 TO70 - DETAILED INSPECTION OF CABIN FLOOR STRUCTURE, BELOW AND 0.5MAROUND GALLEYS AND TOILETS","DVI","Fuselage Area",,"Inspection & Check","AP,NA","AP","21.6","21.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:22.64",,,
"436520","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","290.1","802746467","535121-01-1 : REAR PRESSURE BULKHEADBLW CABIN FLOOR - DETAILED INSPECTIONOF REAR PRESSURE BULKHEAD,FORWARD FACE, BELOW CABIN FLOOR LEVEL","DVI","Fuselage Area",,"Inspection & Check","AP,NA","AP","2.4","2.4",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:23.167",,,
"436553","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","323.1","802746500","571170-01-2 : SPECIAL DETAILEDINSPECTION (US) OF CENTER WING BOX, CRUCIFORM FITTING, REAR SPAR AT THELEVEL OF FR 42, LH/RH","SDI","Fuselage Area",,"Inspection & Check","AP,NA,WSNC","AP","2.4","2.4",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:24.687",,,
"436568","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","338.1","802746515","572153-01-1-LH : DETAILED INSPECTION OFLEFT OUTER WING, BOTTOM SKIN LOWERSURFACE, AT DRAIN HOLES FOR SLATCANS 5,6,7,8,9,10,11 AND 12 (RIB BAYS 9-10, 11","DVI","Wing & Flight Control Area",,"Inspection & Check","AP,NA","AP","0.4","0.4",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:25.36",,,
"436579","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","349.1","802746526","572610-02-1-RH : DETAILED INSPECTION OFRIGHT OUTER WING, FLAP TRACK BEAMS2,3,4 AFT SPIGOT","DVI","Wing & Flight Control Area",,"Inspection & Check","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CNF GMPS MACM MEBS PRC",,,,,,,,,,,,,,"11/10/2021 08:56:25.89",,,
"436631","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","401.1","802746578","783201-I9-1-RH : FUNCTIONAL CHECK OF","FNC","Cabin Area",,"Inspection & Check","AP,NA","AP","0.4","0.633",,"OPEN",,,,"DONE","DONE","n","n","24/10/2020",,,,,,,,,,,,,,,,,"11/10/2021 08:56:28.223",,,
"436671","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","441.1","802746618","ZL-451-01-2-RH : THRUST REVERSER -GENERAL VISUAL INSPECTION OF THRUST REVERSER (EWIS) (RH SIDE)","GVI","Engines & Pylons Area",,"Inspection & Check","AP,NA","AP","0.4","0.4",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:30.017",,,
"436673","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","443.1","802746620","ZL-453-01-2-RH : HOT SECTION - GENERALVISUAL INSPECTION OF HOT SECTION (EWIS) (RH ENGINE)","GVI","Engines & Pylons Area",,"Inspection & Check","AP,NA","AP","0.4","0.4",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:30.103",,,
"436250","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","20.1","802745344","CLS-003 : FUSELAGE AREA ACCESS PANELS -","INS","Cabin Area",,"Inspection & Check","AP,NA,STR","AP","15.5","15.497",,"OPEN",,,,"DONE","DONE","n","n","24/10/2020",,,,,,,,,,,,,,,,,"11/10/2021 08:56:11.02",,,
"436279","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","49.1","802746226","200191-01-1 : AIR CONDITIONINGCOMPARTMENT AND FAIRINGS - CLEANING OF EWISINSTALLED IN THE AIRCONDITIONING COMPARTMENT AND FAIRINGS (ONLY IF CONTAMINATE","RST","Fuselage Area",,"Removal","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:12.297",,,
"436282","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","52.1","802746229","200435-01-1-RH : FAN COMPARTMENT -DETAILED INSPECTION OF EWIS IN THE FAN AND ACCESSORY GEAR BOX (EWIS)(RHSIDE)","DVI","Engines & Pylons Area",,"Inspection & Check","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:12.427",,,
"436284","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","54.1","802746231","200453-01-1-RH : CORE COMPARTMENT -DETAILED INSPECTION OF EWIS INSTALLED IN THE HOT SECTION (EWIS)(RHSIDE)","DVI","Engines & Pylons Area",,"Inspection & Check","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:12.51",,,
"436321","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","91.1","802746268","262300-07-1 : REMOVE THE PRESSURE","FNC","Cargo Area",,"OPC & FUC","AP,NA","AP","9","9",,"OPEN",,,,"DONE","DONE","n","n","2/10/2019",,,,,,,,,,,,,,,,,"11/10/2021 08:56:14.107",,,
"436337","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","107.1","802746284","274451-05-1 : THS ACTUATOR - DETAILEDINSPECTION OF UPPER AND LOWER THS ACTUATOR ATTACHMENT (PRIMARY ANDSECONDARY)","DVI","APU & Empennage Area",,"Inspection & Check","AP,NA","AP","0.4","0.4",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:14.827",,,
"436369","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","139.1","802746316","281800-02-1 : IGNITION PREVENTION -DETAILED INSPECTION OF VAPOUR SEAL (SFAR88)","DVI","Fuselage Area",,"Inspection & Check","AP,NA","AP","1.6","1.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:16.247",,,
"436399","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","169.1","802746346","321113-04-1-RH : MAIN LANDING GEARSHOCK ABSORBER - CHECK OF RH MLG SHOCK ABSORBER CHARGE PRESSURE","FNC","Landing Gears Area",,"OPC & FUC","AP,NA","AP","0.8","0.8",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:17.593",,,
"436451","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","221.1","802746398","498000-A4-1 : EXHAUST - VISUAL CHECK OFAPU COMPARTMENT EXHAUST MUFFLER INSULATION COVERS AND BELLOWS","CHK","APU & Empennage Area",,"Inspection & Check","AP,NA","AP","0.2","0.2",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:19.87",,,
"436526","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","296.1","802746473","545000-05-1-LH : PYLON - DETAILEDINSPECTION OF LH PYLON FIRE SEALS","DVI","Engines & Pylons Area",,"Inspection & Check","AP,NA","AP","4","4",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:23.47",,,
"436237","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","7.1","802745311","GMF-007:POST MAINTENANCE TRANSFER LIST(PMTL)","CHK",,,"Final","AP,NA","AP","5","5",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:10.437",,,
"436274","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","44.1","802746221","200133-01-1 : UNDERFLOOR BAY OF FWDCARGO COMP- CLEANING OF EWIS INSTALLEDIN THE UNDERFLOOR BAY OF FORWARDCARGO COMPARTMENT (ONLY IF CONTAMINATED) (EWIS","RST","Cargo Area",,"Removal","AP,NA","AP","1","1",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:12.083",,,
"436313","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","83.1","802746260","262100-03-1-LH : LH ENGINE FIREX -CHECK FIRING CIRCUIT CONTINUITY","OPC","Engines & Pylons Area",,"OPC & FUC","EA,NA","EA","0.4","0.4",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:13.757",,,
"436326","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","96.1","802746273","272100-04-1 : RUDDER MECHANICAL CONTROL- REMOVE YAW DAMPER SPRING ROD FORIN SHOP OPERATIONAL CHECK.","OPC","APU & Empennage Area",,"OPC & FUC","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CNF GMPS MEBS MSPT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:14.333",,,
"436351","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","121.1","802746298","275451-01-1 : FLAP POWER CONTROL UNIT -REPLENISH PCU GEARBOX TO CONFIRM FLUID LEVEL","SVC","Fuselage Area",,"Removal","AP,NA","AP","0.2","0.2",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER GMPS MACM MEBS PRC",,,,,,,,,,,,,,"11/10/2021 08:56:15.45",,,
"436380","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","150.1","802746327","291000-20-1 : MAIN/AUXILIARY POWER -OPERATIONAL CHECK OF EDP DEPESSURIZATION","OPC","Cockpit Area",,"OPC & FUC","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:16.75",,,
"436394","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","164.1","802746341","321101-01-2-LH : MAIN GEAR - DETAILED","DVI","Cabin Area",,"Inspection & Check","AP,NA","AP","0.8","0.8",,"OPEN",,,,"DONE","DONE","n","n","24/10/2020",,,,,,,,,,,,,,,,,"11/10/2021 08:56:17.377",,,
"436417","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","187.1","802746364","323105-04-1-LH : NORMAL EXTENSION ANDRETRACTION - FUNCTIONAL CHECK OF THELH MLG DOOR ACTUATING CYLINDER.","FNC","Landing Gears Area",,"OPC & FUC","AP,NA","AP","1","1",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:18.39",,,
"436425","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","195.1","802746372","324300-01-3 : ALTERNATE BRAKING SYSTEM -OPERATIONAL CHECK OF ALTERNATE BRAKING SYSTEM","OPC","Cockpit Area",,"OPC & FUC","AP,NA","AP","1.2","1.2",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:18.74",,,
"436476","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","246.1","802746423","531105-01-1 : MAIN STRUCTURE - DETAILEDINSPECTION OF LATERAL WINDOW FRAMESTIFFENER, UPPER AREA, LH/RH","DVI","Cockpit Area",,"Inspection & Check","AP,NA","AP","1.2","1.2",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:21.057",,,
"436482","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","252.1","802746429","531114-02-1 : FUSELAGE SKIN EXTERNALSURFACE - GVI OF FUSELAGE SKIN ABOVE WINDSHIELD BETWEEN FR 4 AND FR 12,EXTERNAL SURFACE, LH/RH.","GVI","Fuselage Area",,"Inspection & Check","AP,NA","AP","1","1",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:21.34",,,
"436484","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","254.1","802746431","531163-01-1 : FWD PAX/CREW DOORSURROUND - DETAILED INSPECTION OF INTERNALSTRUCTURE AROUND FORWARDPASSENGER/CREW DOOR, ABOVE CABIN FLOOR LEVEL, BETWEEN","DVI","Fuselage Area",,"Inspection & Check","AP,NA","AP","3.2","3.2",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:21.437",,,
"436495","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","265.1","802746442","532135-01-2 : FWD CARGO DOOR CUTOUTLATERAL FRAMES - GVI OF FORWARD CARGO DOOR CUTOUT, VISIBLE PART OFLATERAL FR 24A AND FR 28","GVI","Cargo Area",,"Inspection & Check","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:21.977",,,
"436522","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","292.1","802746469","545000-01-1-LH : PYLONS - GENERALVISUAL INSPECTION OF COMPARTMENT A AND FLH PYLON DRAIN SYSTEM","GVI","Engines & Pylons Area",,"Inspection & Check","AP,NA","AP","0.2","0.2",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:23.273",,,
"436238","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","8.1","802745312","GMF-008:AIRCRAFT SURVEILLANCE CHECK","CHK",,,"Pre-Input","AP,NA","AP","2","1",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:10.48",,,
"436276","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","46.1","802746223","200145-01-1 : ZONE UNDER CABIN FLOOR -CLEANING OF EWIS INSTALLED IN THE ZONE UNDER CABIN FLOOR (ONLY IFCONTAMINATED) (EWIS)","RST","Fuselage Area",,"Removal","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:12.167",,,
"436325","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","95.1","802746272","271400-02-2-RH : AILERON HYDRAULICACTUATION RH SIDE - CHECK AILERON SERVOCONTROL AND HINGE BEARINGS FOREXCESSIVE PLAY AND CONDITION","FNC","Wing & Flight Control Area",,"OPC & FUC","AP,NA","AP","2","2",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:14.287",,,
"436329","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","99.1","802746276","272100-08-1 : RUDDER MECHANICAL CONTROL- LUBRICATION OF RUDDER PEDAL ADJUSTMENT MECHANISM","LUB","Cockpit Area",,"Lubrication","AP,NA","AP","0.2","0.2",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:14.467",,,
"436332","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","102.1","802746279","272400-05-1 : RUDDER HYDRAULICACTUATION - LUBRICATION OF RUDDER HINGE BEARING NO 6 WITH GREASE MAT.NO. 04-037","LUB","APU & Empennage Area",,"Lubrication","AP,NA","AP","0.2","0.2",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CNF MACM MEBS PRC",,,,,,,,,,,,,,"11/10/2021 08:56:14.6",,,
"436381","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","151.1","802746328","291900-02-1 : MAIN AND AUXILIARYHYDRAULIC POWER - FUNCTIONAL CHECK TO MONITOR INTERNAL LEAK RATE OFBLUE HYDRAULIC SYSTEM","FNC","Cockpit Area",,"OPC & FUC","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:16.797",,,
"436397","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","167.1","802746344","321103-01-1-RH : MAIN GEAR - DETAILED","DVI","Cabin Area",,"Inspection & Check","AP,NA","AP","0.8","0.797",,"OPEN",,,,"DONE","DONE","n","n","24/10/2020",,,,,,,,,,,,,,,,,"11/10/2021 08:56:17.507",,,
"436475","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","245.1","802746422","531102-01-1 : FWD PAX/CREW DOOR -DETAILED INSPECTION OF FORWARD PASSENGER/CREW DOOR FRAME, UPPERCORNERS, EXTERNAL SURFACE, LH/RH","DVI","Fuselage Area",,"Inspection & Check","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:21.007",,,
"436483","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","253.1","802746430","531123-01-1 : LAT LAP JOINT FR 01-24 -DETAILED INSPECTION OF OUTER SKIN OFLATERAL LONGITUDINAL LAP JOINT,BETWEEN FR 1 AND FR 24, LH/RH","DVI","Fuselage Area",,"Inspection & Check","AP,NA","AP","2","2",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:21.39",,,
"436559","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","329.1","802746506","572049-03-1-RH : DETAILED INSPECTION OF","DVI","Cabin Area",,"Inspection & Check","AP,NA","AP","0.6","0.597",,"OPEN",,,,"DONE","DONE","n","n","24/10/2020",,,,,,,,,,,,,,,,,"11/10/2021 08:56:24.957",,,
"436576","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","346.1","802746523","572607-01-1-LH : DETAILED INSPECTION OFLEFT OUTER WING, FLAP TRACK BEAMS 2,3,4 FORWARD SPIGOT PINS, BOLTS ANDFITTINGS.","DVI","Wing & Flight Control Area",,"Inspection & Check","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER GMPS MACM MEBS PRC",,,,,,,,,,,,,,"11/10/2021 08:56:25.753",,,
"436604","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","374.1","802746551","712112-02-1-LH : SPECIAL DETAILEDINSPECTION (ENDOSCOPE) OF LH FORWARD ENGINE MOUNT LINK LUGS","SDI","Engines & Pylons Area",,"Inspection & Check","AP,NA","AP","1","1",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:27.03",,,
"436652","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","422.1","802746599","ZL-300-02-1 : GENERAL VISUAL INSPECTIONOF STABILIZERS AND CONE/REAR FUSELAGE","GVI","APU & Empennage Area",,"Inspection & Check","AP,NA","AP","0.4","0.4",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CSER MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:29.153",,,
"436681","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","451.1","802746628","ZL-531-02-1-RH : GENERAL VISUALINSPECTION OF RIGHT WING FLAP TRACK NO 2 AND FAIRING (EWIS)","GVI","Wing & Flight Control Area",,"Inspection & Check","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CNF GMPS MACM MEBS PRC",,,,,,,,,,,,,,"11/10/2021 08:56:30.457",,,
"436683","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","453.1","802746630","ZL-532-02-1-RH : GENERAL VISUALINSPECTION OF RIGHT WINGFLAP TRACK NO 3 ANDFAIRING (EWIS)","GVI","Wing & Flight Control Area",,"Inspection & Check","AP,NA","AP","0.6","0.6",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL CNF GMPS MACM MEBS PRC",,,,,,,,,,,,,,"11/10/2021 08:56:30.547",,,
"436252","00095201","VT-IFJ","320-200","VT-IFJ A320 INDIGO 4C/6Y+EO PAINT FEB 19","22.1","802745346","CLS-005 : WING AREA ACCESS PANELS -CLOSE/ INSTALL","INS","Wing & Flight Control Area",,"Installation","AP,NA,STR","AP","14","14",,"OPEN",,,,"DONE","DONE","n","n","2/5/2019",,,"REL MEBS NMAT PRC",,,,,,,,,,,,,,"11/10/2021 08:56:11.113",,,
